det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,25,34,374,433
a,7,5,283,295
this,1,0,43,44
an,0,0,23,23
one,0,0,20,20
every,0,0,20,20
some,2,6,8,16
that,0,0,7,7
each,0,0,7,7
two,0,5,2,7
all,0,2,4,6
another,0,0,5,5
three,0,5,0,5
any,0,0,4,4
five,0,4,0,4
1,0,0,3,3
no,0,0,3,3
four,0,3,0,3
30,1,1,0,2
5,1,1,0,2
3,0,1,0,1
these,0,1,0,1
10,0,1,0,1
16,0,2,0,2
2,0,1,1,2
sixteen,0,2,0,2
6,1,0,0,1
8,1,0,0,1
six,0,1,0,1
ten,0,1,0,1
seven,0,1,0,1
thirty,0,1,0,1
what,0,0,1,1
2013,0,0,1,1
