det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,20,27,305,352
a,8,6,329,343
mult,28,200,86,314
this,7,4,287,298
one,10,8,268,286
an,5,1,277,283
every,1,8,271,280
some,44,96,135,275
that,10,5,243,258
each,5,4,248,257
all,14,79,159,252
another,3,8,239,250
any,19,16,212,247
no,29,14,199,242
these,6,165,60,231
what,8,11,191,210
which,10,10,186,206
those,5,151,44,200
both,19,63,106,188
