det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,204,279,3056,3539
a,86,68,3293,3447
mult,282,2000,866,3148
this,75,47,2873,2995
one,109,83,2686,2878
an,56,19,2771,2846
every,10,87,2715,2812
some,441,969,1350,2760
that,101,51,2438,2590
each,58,43,2481,2582
all,140,797,1593,2530
another,36,86,2396,2518
any,191,163,2120,2474
no,295,143,1994,2432
these,62,1657,601,2320
what,86,115,1912,2113
which,109,107,1863,2079
those,54,1511,448,2013
both,191,638,1062,1891
