det,MASS,PLURAL,SINGULAR_OR_MASS,TOTAL
the,194,143,2777,3114
a,31,6,1238,1275
an,6,1,230,237
this,3,0,134,137
that,0,0,33,33
no,3,1,27,31
any,1,1,28,30
another,0,0,28,28
each,0,0,22,22
some,2,5,13,20
all,1,8,7,16
every,0,1,14,15
these,0,11,0,11
both,0,1,2,3
which,0,0,3,3
those,0,1,0,1
